Store,Date,Dept,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Weekly_Sales
6,32610,67,53,2,212,7,0,10231
1,92410,94,80,2,211,7,0,54232
1,41511,44,71,3,215,7,0,4044
2,30212,27,58,3,220,7,0,2180
3,90310,52,84,2,214,7,0,1329
3,70910,21,81,2,214,7,0,1146
4,100110,93,63,2,126,7,0,60764
4,60311,91,78,3,129,5,0,64289
1,110411,9,54,3,217,7,0,50675
4,50710,12,56,2,126,7,0,9966
2,91710,48,82,2,211,8,0,846
3,32511,82,72,3,217,7,0,5664
7,111111,74,19,3,195,8,0,11452
6,70612,11,82,3,223,5,0,32069
7,101510,93,35,2,190,9,0,883
3,12111,12,50,3,215,7,0,1326
2,92812,80,79,3,222,6,0,25346
4,70111,5,84,3,129,5,0,38571
5,82010,96,87,2,212,6,0,4902
6,81310,72,86,2,213,6,0,75253
6,110411,10,58,3,219,6,0,41698
4,61110,36,78,2,126,7,0,6850
5,50611,42,66,3,216,6,0,3102
6,120911,46,43,3,220,6,0,33029
5,81310,8,87,2,212,6,0,12189
4,111910,30,48,2,126,7,0,6808
1,82412,7,77,3,222,6,0,15159
5,61810,33,83,2,212,6,0,1562
7,70811,95,59,3,193,8,0,47194
4,61711,60,83,3,129,5,0,457
2,60812,80,78,3,221,6,0,28877
1,122311,2,47,3,219,7,0,65615
4,111910,25,48,2,126,7,0,15759
6,121010,24,48,2,212,7,0,13687
6,21210,25,40,2,212,7,1,15178
7,22610,93,24,2,189,9,0,538
6,92410,90,76,2,213,6,0,45121
5,21111,35,38,3,213,6,1,1751
4,42211,5,68,3,128,5,0,40338
3,90310,18,84,2,214,7,0,93
4,100810,25,67,2,126,7,0,13324
4,32511,12,59,3,128,6,0,9611
2,92812,48,79,3,222,6,0,1502
6,42911,33,75,3,217,6,0,6467
4,81310,94,78,2,126,7,0,66065
2,80610,96,89,2,211,8,0,36622
5,52110,10,75,2,211,6,0,9189
3,40612,31,73,3,224,6,0,690
7,61110,14,63,2,189,8,0,8519
3,10612,32,52,3,223,6,0,4202
4,92812,35,71,3,131,4,0,2649
4,102910,60,56,2,126,7,0,360
7,80610,58,61,2,190,9,0,755
1,70612,55,81,3,221,6,0,10013
1,92311,23,75,3,216,7,0,15044
4,72211,16,82,3,129,5,0,27940
3,61810,56,83,2,214,7,0,452
1,70811,36,85,3,215,7,0,2611
5,72712,8,85,3,222,5,0,13779
2,80312,3,90,3,221,6,0,36066
5,90911,7,79,3,216,6,1,4227
4,60812,87,78,3,130,4,0,17838
2,111111,37,59,3,217,7,0,4659
5,121010,54,48,2,212,6,0,75
1,62411,35,83,3,215,7,0,2143
3,111111,81,61,3,221,7,0,1511
6,111811,87,63,3,219,6,0,39960
3,91412,3,78,3,226,6,0,6019
2,10612,25,46,3,219,7,0,9560
2,31811,18,62,3,214,8,0,958
5,70811,42,86,3,215,6,0,3182
7,111910,7,25,2,191,9,0,7619
4,20312,19,41,3,130,4,0,3509
1,51410,14,74,2,210,7,0,14678
1,42911,93,72,3,215,7,0,63144
3,40111,7,68,3,218,7,0,6674
5,92812,16,78,3,223,5,0,4426
7,62411,16,46,3,193,8,0,37718
1,102811,67,66,3,217,7,0,5526
5,82010,60,87,2,212,6,0,158
3,120911,42,49,3,222,7,0,2805
5,111111,81,60,3,218,6,0,2557
7,102210,56,36,2,190,9,0,749
2,41511,98,69,3,214,7,0,12725
1,80511,54,91,3,215,7,0,68
7,40111,14,24,3,192,8,0,8519
1,82412,81,77,3,222,6,0,29432
5,112610,71,66,2,212,6,1,1814
4,21111,85,33,3,127,6,1,2013
2,40111,33,55,3,214,7,0,5180
5,40111,67,61,3,215,6,0,2220
6,52711,83,80,3,217,6,0,3949
1,70612,13,81,3,221,6,0,43326
1,80511,34,91,3,215,7,0,13498
6,81911,87,89,3,217,6,0,38198
3,41511,52,75,3,218,7,0,877
4,62510,3,81,2,126,7,0,8235
6,31612,27,62,3,222,6,0,1818
4,102811,27,55,3,129,5,0,2815
4,12012,16,42,3,130,4,0,4523
4,20510,5,43,2,126,8,0,48602
3,42712,33,73,3,225,6,0,2747
1,41511,26,71,3,215,7,0,6997
3,120310,16,53,2,214,7,0,2014
2,12712,33,50,3,219,7,0,3266
6,42911,8,75,3,217,6,0,44129
1,111111,20,59,3,218,7,0,3114
2,112511,60,56,3,218,7,1,193
3,30411,7,65,3,217,7,0,7916
2,81310,74,89,2,211,8,0,18732
4,22610,10,41,2,126,8,0,35973
6,122410,2,55,2,212,7,0,70852
2,70612,72,84,3,221,6,0,55079
1,80511,47,91,3,215,7,0,198
3,21111,26,43,3,216,7,1,2678
5,22412,52,57,3,221,5,0,555
2,50611,30,61,3,215,7,0,4575
2,40811,25,67,3,214,7,0,16142
2,30212,74,58,3,220,7,0,19126
3,111111,82,61,3,221,7,0,6042
7,70210,40,61,2,189,9,0,30804
2,81911,28,89,3,215,7,0,347
2,11411,38,33,2,211,8,0,91601
6,82010,82,87,2,213,6,0,18318
4,72911,85,84,3,129,5,0,2949
6,60311,9,84,3,216,6,0,66583
2,81211,6,91,3,215,7,0,3353
2,111210,87,59,2,211,8,0,23895
6,32511,72,70,3,216,6,0,63149
7,90911,87,45,3,194,8,1,10329
1,22511,8,62,3,213,7,0,34195
5,21111,18,38,3,213,6,1,2317
4,91412,27,68,3,130,4,0,2283
2,42310,13,65,2,210,8,0,47625
4,111910,22,48,2,126,7,0,16577
6,82611,87,90,3,217,6,0,41113
1,31612,31,64,3,221,7,0,1682
7,20312,48,22,3,196,8,0,681
1,70210,27,80,2,211,7,0,849
2,31910,42,54,2,210,8,0,9707
4,83112,29,76,3,130,4,0,9333
7,70811,81,59,3,193,8,0,8191
5,21712,6,48,3,221,5,0,512
4,43010,96,53,2,126,7,0,31024
1,122410,11,52,2,211,7,0,32696
4,60311,38,78,3,129,5,0,79938
7,12811,58,10,3,191,8,0,180
6,30212,9,60,3,222,6,0,38182
2,101212,11,60,3,223,6,0,20823
2,122311,72,46,3,219,7,0,185383
2,10612,17,46,3,219,7,0,14106
1,92812,31,76,3,222,6,0,1060
3,50611,38,69,3,219,7,0,125369
6,102910,74,70,2,213,7,0,21471
1,42310,44,64,2,210,7,0,4486
6,102210,27,70,2,213,7,0,1604
7,20312,34,22,3,196,8,0,2986
5,40111,17,61,3,215,6,0,1550
7,22412,60,24,3,196,8,0,72
4,81211,16,82,3,129,5,0,17982
4,82611,6,81,3,129,5,0,4159
1,50710,31,72,2,210,7,0,2117
6,92410,20,76,2,213,6,0,6278
3,90310,24,84,2,214,7,0,1448
2,101510,56,65,2,211,8,0,3074
1,122311,41,47,3,219,7,0,4164
1,100110,67,71,2,211,7,0,5652
5,82710,26,87,2,212,6,0,1387
5,120911,90,44,3,219,6,0,3432
3,72012,49,81,3,225,6,0,5
4,121710,83,46,2,126,7,0,8687
4,81310,21,78,2,126,7,0,9317
6,42211,55,74,3,217,6,0,15840
2,42911,67,69,3,215,7,0,11748
3,90712,1,84,3,225,6,1,8118
6,123110,38,49,2,212,7,1,71458
2,62411,32,85,3,214,7,0,8400
6,91710,13,81,2,213,6,0,39682
7,31910,16,29,2,189,9,0,6679
7,61110,36,63,2,189,8,0,790
4,72211,80,82,3,129,5,0,21098
2,91611,35,78,3,215,7,0,3355
7,62411,29,46,3,193,8,0,1429
3,82010,52,88,2,214,7,0,522
7,31811,93,27,3,192,8,0,1520
3,60112,16,81,3,225,6,0,14580
3,111811,56,63,3,221,7,0,3
1,12111,37,44,3,211,7,0,2346
1,110510,54,58,2,211,7,0,63
4,121611,33,36,3,129,5,0,22756
2,30912,26,57,3,220,7,0,10482
2,32312,58,64,3,220,7,0,13955
6,82710,71,85,2,213,6,0,8297
3,40111,23,68,3,218,7,0,7711
6,112610,59,65,2,213,7,1,4262
6,30510,32,49,2,212,7,0,10475
1,12012,85,54,3,219,7,0,2915
5,42211,71,74,3,216,6,0,136
4,42012,18,68,3,131,4,0,1171
5,51311,25,77,3,216,6,0,1984
1,31811,42,62,3,214,7,0,9272
3,72310,97,83,2,214,7,0,159
3,10711,82,53,2,214,7,0,6303
1,52512,92,77,3,221,7,0,124556
4,123110,25,38,2,127,7,1,10191
6,50710,54,73,2,211,7,0,291
2,31811,46,62,3,214,8,0,28836
6,20411,54,40,2,214,6,0,25
3,51112,6,75,3,225,6,0,2888
7,10711,24,10,2,191,8,0,2108
6,121010,2,48,2,212,7,0,49024
5,60812,36,81,3,222,5,0,1304
7,101411,27,32,3,195,8,0,765
4,81012,99,83,3,130,4,0,50
5,61110,92,80,2,212,6,0,7188
1,52711,48,77,3,215,7,0,491
7,30510,59,35,2,189,9,0,190
5,52110,27,75,2,211,6,0,312
3,122311,13,53,3,222,7,0,9606
3,73010,22,82,2,214,7,0,1996
5,10612,23,50,3,220,5,0,5087
1,41312,23,69,3,221,7,0,20132
4,61512,79,80,3,130,4,0,55488
1,120310,4,49,2,211,7,0,37110
1,70910,51,80,2,211,7,0,88
3,42712,85,73,3,225,6,0,938
5,30912,25,57,3,221,5,0,5872
1,90310,32,81,2,211,7,0,6516
7,61810,91,52,2,189,8,0,3642
3,80511,27,88,3,218,7,0,417
6,101510,95,68,2,213,7,0,76321
6,60311,54,84,3,216,6,0,47
6,121010,22,48,2,212,7,0,27383
6,72911,29,90,3,217,6,0,5879
2,52711,40,76,3,215,7,0,73256
6,52512,41,78,3,223,5,0,1384
6,123011,58,46,3,221,6,1,3910
3,102210,85,71,2,215,7,0,991
2,12712,20,50,3,219,7,0,4868
4,20411,29,34,3,127,6,0,10122
4,101411,8,63,3,129,5,0,60515
4,120310,31,46,2,126,7,0,3243
6,52110,23,74,2,212,7,0,34623
3,71312,71,82,3,225,6,0,2020
3,21210,12,47,2,214,7,1,2471
1,70210,3,80,2,211,7,0,7857
4,60112,13,77,3,130,4,0,76236
1,30212,42,60,3,220,7,0,9878
1,102811,19,66,3,217,7,0,1061
4,61810,83,81,2,126,7,0,8131
3,61011,7,84,3,218,7,0,8822
6,61512,87,82,3,223,5,0,43281
5,70910,16,81,2,211,6,0,9466
2,123110,30,47,2,211,8,1,4549
7,102910,18,34,2,190,9,0,8482
3,90712,5,84,3,225,6,1,13606
2,70811,81,87,3,214,7,0,30996
6,102910,37,70,2,213,7,0,3491
2,80312,32,90,3,221,6,0,9793
2,112610,17,62,2,211,8,1,18737
6,90211,33,91,3,217,6,0,5523
3,11312,26,51,3,223,6,0,1841
6,61711,37,87,3,216,6,0,4089
1,43010,90,67,2,210,7,0,67584
3,70612,46,83,3,225,6,0,7236
4,42211,87,68,3,128,5,0,12551
2,40910,7,65,2,210,8,0,32545
1,83112,18,80,3,222,6,0,4
2,21910,3,39,2,210,8,0,14607
7,72911,7,56,3,193,8,0,16076
7,20411,14,-2,3,191,8,0,8252
5,92410,44,78,2,212,6,0,1434
1,82412,19,77,3,222,6,0,1328
3,40111,6,68,3,218,7,0,1073
7,12811,80,10,3,191,8,0,843
2,41312,97,68,3,221,6,0,41986
7,60311,42,45,3,192,8,0,7661
4,41312,16,68,3,131,4,0,42375
5,51410,27,74,2,210,6,0,282
1,111910,74,51,2,211,7,0,9446
5,101510,26,68,2,212,6,0,1904
5,52110,55,75,2,211,6,0,2536
1,91710,82,82,2,211,7,0,17499
5,90911,35,79,3,216,6,1,761
3,10612,30,52,3,223,6,0,1055
1,100512,82,68,3,223,6,0,20292
1,60112,55,77,3,221,7,0,9876
1,112610,93,64,2,211,7,1,81660
4,22610,17,41,2,126,8,0,19877
5,101212,27,66,3,223,5,0,570
6,83112,33,83,3,223,5,0,10062
7,21111,1,10,3,191,8,1,10605
1,61711,9,86,3,215,7,0,23176
3,122311,56,53,3,222,7,0,788
4,120911,6,31,3,129,5,0,10687
4,121611,67,36,3,129,5,0,20505
3,91010,25,80,2,214,7,1,2309
4,60112,33,77,3,130,4,0,11313
1,80610,14,87,2,211,7,0,14404
4,71312,20,76,3,130,4,0,9781
6,72310,59,83,2,212,6,0,963
5,100810,11,64,2,212,6,0,6695
5,21712,20,48,3,221,5,0,1504
2,20411,27,38,2,212,8,0,2531
2,102210,48,68,2,211,8,0,1045
3,51410,14,77,2,213,7,0,5005
7,72310,80,64,2,189,9,0,31
7,91710,21,48,2,190,9,0,1675
6,41511,67,73,3,216,6,0,10193
1,82710,14,85,2,211,7,0,13387
4,92410,59,60,2,126,7,0,682
5,72911,28,89,3,216,6,0,119
2,12111,44,41,3,211,8,0,5759
3,21712,54,52,3,223,6,0,48
4,70811,85,84,3,129,5,0,2523
1,21111,6,36,3,212,7,1,4542
7,42211,11,31,3,192,8,0,10423
1,82412,17,77,3,222,6,0,9523
3,71610,16,84,2,214,7,0,9357
2,91710,87,82,2,211,8,0,26318
2,80312,29,90,3,221,6,0,6938
5,83112,25,84,3,222,5,0,2988
6,30212,41,60,3,222,6,0,2324
2,91710,2,82,2,211,8,0,64649
3,21712,32,52,3,223,6,0,16336
3,92410,35,76,2,214,7,0,1356
2,72310,74,87,2,210,8,0,18528
4,61512,11,80,3,130,4,0,34715
4,82710,7,74,2,126,7,0,36913
6,21910,23,43,2,212,7,0,28389
2,81012,5,88,3,221,6,0,21574
2,52711,20,76,3,215,7,0,5243
5,42310,6,65,2,210,6,0,1227
3,51812,9,72,3,225,6,0,10326
1,32312,21,65,3,221,7,0,7602
5,21811,5,58,3,213,6,0,9038
2,90911,82,77,3,215,7,1,19914
7,112511,2,27,3,195,8,1,24210
2,51112,33,73,3,221,6,0,5941
3,122311,18,53,3,222,7,0,8165
4,52711,71,73,3,129,5,0,5783
1,102210,13,69,2,211,7,0,34712
7,32511,2,25,3,192,8,0,24290
7,21210,3,25,2,189,9,1,7680
6,50710,33,73,2,211,7,0,6466
2,101411,42,71,3,217,7,0,7682
6,42310,26,64,2,211,7,0,10215
3,92812,2,77,3,226,6,0,17986
4,20312,10,41,3,130,4,0,36617
5,52011,85,71,3,216,6,0,885
1,52011,83,67,3,215,7,0,5133
3,61011,16,84,3,218,7,0,10955
7,62510,67,59,2,189,8,0,3450
7,42211,8,31,3,192,8,0,12911
2,90310,12,81,2,211,8,0,7936
1,60812,52,78,3,221,7,0,2115
4,21111,91,33,3,127,6,1,71523
2,90911,10,77,3,215,7,1,41532
2,111210,20,59,2,211,8,0,5257
6,32610,30,53,2,212,7,0,5008
5,32312,54,64,3,221,5,0,5
4,30510,92,43,2,126,8,0,152308
2,33012,49,66,3,221,7,0,15062
7,92311,46,43,3,194,8,0,11760
4,60812,98,78,3,130,4,0,13461
1,42012,29,66,3,221,7,0,3733
1,42310,46,64,2,210,7,0,17825
4,61512,80,80,3,130,4,0,20527
7,92311,13,43,3,194,8,0,13496
7,120211,90,20,3,195,8,0,15705
4,51410,36,62,2,126,7,0,3168
4,70910,2,80,2,126,7,0,81534
6,71312,1,80,3,223,5,0,20531
1,72310,24,83,2,211,7,0,4894
5,71511,71,88,3,215,6,0,521
6,100810,8,65,2,213,7,0,47594
3,80610,9,85,2,214,7,0,5798
5,71511,34,88,3,215,6,0,3422
1,22610,83,46,2,211,8,0,6627
7,82010,29,59,2,190,9,0,1347
5,40910,91,65,2,211,6,0,1207
2,11312,21,45,3,219,7,0,8208
6,30912,7,57,3,222,6,0,24070
2,121010,80,45,2,211,8,0,27342
4,20411,41,34,3,127,6,0,153
7,93011,80,47,3,194,8,0,503
4,40612,91,67,3,131,4,0,74559
6,80610,36,86,2,213,6,0,3947
5,101510,56,68,2,212,6,0,849
6,33012,97,67,3,222,6,0,18350
3,102210,29,71,2,215,7,0,1210
5,42211,79,74,3,216,6,0,4831
6,101411,92,71,3,218,6,0,99228
7,40210,16,38,2,189,8,0,7797
3,52711,55,84,3,218,7,0,5653
7,120211,38,20,3,195,8,0,31158
4,51112,19,67,3,131,4,0,3163
2,102910,13,66,2,211,8,0,45828
3,61110,44,82,2,214,7,0,1090
5,61512,14,81,3,222,5,0,3716
2,33012,17,66,3,221,7,0,12559
2,71610,19,85,2,210,8,0,4878
3,112511,38,68,3,221,7,1,69760
1,31210,74,57,2,211,8,0,12253
6,32312,30,63,3,222,6,0,5640
6,60410,24,79,2,212,7,0,7342
1,51812,67,70,3,221,7,0,17853
5,110411,18,56,3,218,6,0,4676
7,101510,94,35,2,190,9,0,764
5,83112,20,84,3,222,5,0,1128
2,31910,94,54,2,210,8,0,70182
1,30212,55,60,3,220,7,0,13570
3,40910,8,68,2,213,7,0,8262
7,40910,29,33,2,189,8,0,866
6,22511,56,62,3,215,6,0,9808
4,62411,44,81,3,129,5,0,4507
7,11411,81,11,2,191,8,0,7277
1,61711,22,86,3,215,7,0,7918
6,22412,7,59,3,222,6,0,23030
1,10612,28,49,3,219,7,0,557
7,42911,4,26,3,192,8,0,11866
5,41511,74,72,3,215,6,0,3408
7,101510,1,35,2,190,9,0,9685
3,11411,20,44,2,214,7,0,1514
5,82710,8,87,2,212,6,0,11512
3,51112,91,75,3,225,6,0,431
4,70111,32,84,3,129,5,0,11017
2,121611,7,50,3,218,7,0,138188
2,100810,71,63,2,211,8,0,5367
5,92812,9,78,3,223,5,0,8850
5,40111,6,61,3,215,6,0,665
3,31612,18,64,3,224,6,0,715
2,80511,8,93,3,215,7,0,56995
7,43010,36,38,2,189,8,0,785
1,91412,19,74,3,222,6,0,733
4,82412,13,75,3,130,4,0,76899
7,120310,58,21,2,190,9,0,813
7,80610,13,61,2,190,9,0,17251
3,51112,13,75,3,225,6,0,12313
2,61512,42,80,3,221,6,0,9403
1,91710,13,82,2,211,7,0,38416
7,42310,42,43,2,189,8,0,6527
3,70811,1,85,3,218,7,0,4324
1,81310,14,87,2,211,7,0,13579
4,71511,17,83,3,129,5,0,14892
4,92112,37,68,3,131,4,0,3144
1,21210,48,38,2,211,8,1,247
2,51311,34,74,3,215,7,0,17944
1,101411,40,71,3,217,7,0,54758
5,42012,10,67,3,222,5,0,9746
7,22412,82,24,3,196,8,0,9214
7,51410,85,41,2,189,8,0,1677
3,32610,17,57,2,214,7,0,2667
1,72911,14,86,3,215,7,0,9918
2,31612,46,63,3,220,7,0,29724
2,71312,80,80,3,221,6,0,25531
1,80511,30,91,3,215,7,0,3172
4,32610,54,39,2,126,8,0,208
3,52110,81,75,2,213,7,0,1035
3,31811,20,69,3,217,7,0,1568
3,60410,17,78,2,214,7,0,2817
3,51812,87,72,3,225,6,0,1474
1,62212,4,78,3,221,7,0,37400
3,121611,41,57,3,222,7,0,1484
1,20411,52,42,2,212,7,0,2321
2,62510,99,86,2,211,8,0,22
2,20312,4,55,3,219,7,0,45476
2,91710,67,82,2,211,8,0,10419
5,121010,36,48,2,212,6,0,801
1,100512,8,68,3,223,6,0,42663
7,102910,8,34,2,190,9,0,12751
5,40811,44,69,3,215,6,0,1114
4,30912,96,53,3,130,4,0,36322
6,21712,23,49,3,222,6,0,25983
4,20312,12,41,3,130,4,0,7092
3,92311,90,80,3,219,7,0,1746
6,90911,33,80,3,217,6,1,4936
7,41610,85,41,2,189,8,0,1573
5,112511,2,61,3,219,6,1,12580
6,60112,81,80,3,223,5,0,17038
3,61110,11,82,2,214,7,0,8420
1,21111,11,36,3,212,7,1,17711
4,82010,96,78,2,126,7,0,29682
5,21811,79,58,3,213,6,0,5316
2,62212,56,81,3,221,6,0,2998
6,71610,24,83,2,212,6,0,5836
2,30212,8,58,3,220,7,0,61957
1,62212,36,78,3,221,7,0,2512
5,72310,20,83,2,211,6,0,1238
6,11312,2,48,3,221,6,0,47057
7,80610,20,61,2,190,9,0,4644
4,93011,47,72,3,129,5,0,55
3,102910,22,72,2,215,7,0,2888
3,81712,2,87,3,225,6,0,19013
1,70210,41,80,2,211,7,0,556
5,52512,85,78,3,222,5,0,1117
6,31811,59,65,3,215,6,0,464
5,92812,79,78,3,223,5,0,5339
2,70210,13,82,2,210,8,0,52460
2,73010,4,83,2,211,8,0,45238
3,80312,5,86,3,225,6,0,12592
2,40612,46,68,3,221,6,0,29031
4,90911,33,73,3,129,5,1,9943
7,93011,94,47,3,194,8,0,353
1,40612,2,70,3,221,7,0,51805
2,20312,74,55,3,219,7,0,18566
6,101510,59,68,2,213,7,0,402
6,120911,7,43,3,220,6,0,88189
4,101212,20,57,3,131,3,0,7441
5,41610,23,65,2,211,6,0,5213
4,32610,82,39,2,126,8,0,17494
1,52810,37,80,2,210,7,0,2625
2,30510,34,47,2,211,8,0,20783
5,91710,79,82,2,212,6,0,5216
3,62212,31,82,3,225,6,0,584
7,41511,81,27,3,192,8,0,5364
1,111811,8,62,3,218,7,0,33169
5,61512,60,81,3,222,5,0,189
4,20510,7,43,2,126,8,0,37239
6,31111,92,57,3,215,6,0,95510
5,51410,46,74,2,210,6,0,4944
6,51112,24,72,3,223,5,0,4972
3,21712,31,52,3,223,6,0,1508
3,43010,35,70,2,213,7,0,1460
6,41312,7,71,3,223,5,0,28039
6,101510,1,68,2,213,7,0,25429
1,91710,18,82,2,211,7,0,1583
7,111111,25,19,3,195,8,0,5147
5,80610,44,86,2,212,6,0,907
4,81712,74,81,3,130,4,0,25412
5,32610,16,52,2,211,6,0,9349
6,112511,21,62,3,220,6,1,10891
7,82710,55,57,2,190,9,0,4246
5,42211,22,74,3,216,6,0,1958
4,42211,13,68,3,128,5,0,70844
4,120911,94,31,3,129,5,0,56982
6,42310,93,64,2,211,7,0,36250
3,110510,82,62,2,215,7,0,6811
7,93011,95,47,3,194,8,0,30913
4,50710,18,56,2,126,7,0,136
5,82710,95,87,2,212,6,0,19957
6,122410,1,55,2,212,7,0,57822
4,82710,59,74,2,126,7,0,739
5,92812,13,78,3,223,5,0,11141
6,81211,71,90,3,217,6,0,6252
6,70811,42,88,3,216,6,0,10647
4,100512,6,63,3,131,3,0,7030
6,70210,80,80,2,212,6,0,15939
1,50710,4,72,2,210,7,0,37168
7,60410,51,53,2,189,8,0,88
3,30212,16,61,3,224,6,0,14732
4,62912,93,84,3,130,4,0,68767
1,71610,36,83,2,211,7,0,1810
1,102811,87,66,3,217,7,0,42200
4,12712,60,40,3,130,4,0,367
1,32312,79,65,3,221,7,0,30097
1,81211,14,90,3,215,7,0,12652
4,33012,31,72,3,130,4,0,2094
1,111111,33,59,3,218,7,0,5622
4,21111,87,33,3,127,6,1,12067
3,30212,2,61,3,224,6,0,22222
2,21910,26,39,2,210,8,0,13654
6,11312,8,48,3,221,6,0,46369
7,120211,40,20,3,195,8,0,30986
6,102111,55,68,3,219,6,0,12494
2,22610,42,46,2,210,8,0,8733
1,72712,17,82,3,221,6,0,8435
3,72310,21,83,2,214,7,0,1108
6,31612,98,62,3,222,6,0,13189
6,52711,41,80,3,217,6,0,970
5,60112,27,79,3,222,5,0,307
2,60812,72,78,3,221,6,0,54548
3,70210,26,82,2,214,7,0,1661
2,111910,2,50,2,211,8,0,65120
6,81012,90,87,3,223,5,0,54003
6,61011,27,84,3,216,6,0,1181
2,91412,33,75,3,222,6,0,3469
7,21910,91,27,2,189,9,0,5530
3,100711,3,75,3,220,7,0,4583
3,92812,23,77,3,226,6,0,11566
7,52011,42,36,3,192,8,0,5472
4,111111,33,47,3,129,5,0,14067
1,60410,80,80,2,211,7,0,16789
6,70910,94,80,2,212,6,0,45696
2,61110,37,83,2,211,8,0,5173
6,21712,26,49,3,222,6,0,9113
5,91010,52,79,2,212,6,1,693
6,62510,80,84,2,212,7,0,13300
2,51311,20,74,3,215,7,0,5406
5,102811,27,69,3,218,6,0,612
2,110411,22,55,3,217,7,0,13929
2,43010,55,66,2,210,8,0,11138
1,42012,5,66,3,221,7,0,16645
4,90712,74,82,3,130,4,1,21012
3,72012,32,81,3,225,6,0,4135
1,92812,55,76,3,222,6,0,9595
7,81310,58,60,2,190,9,0,1193
4,100110,38,63,2,126,7,0,76278
1,91611,80,79,3,216,7,0,18221
6,12811,52,44,3,213,6,0,3091
1,41312,14,69,3,221,7,0,14933
7,20312,41,22,3,196,8,0,1313
1,42310,55,64,2,210,7,0,11082
2,71312,90,80,3,221,6,0,98850
3,20510,17,45,2,214,7,0,3163
1,111111,91,59,3,218,7,0,67041
6,21712,6,49,3,222,6,0,4612
3,10711,13,53,2,214,7,0,12631
1,41312,11,69,3,221,7,0,21874
4,70210,28,73,2,126,7,0,608
4,72211,11,82,3,129,5,0,32634
1,90310,41,81,2,211,7,0,3767
4,111910,46,48,2,126,7,0,35692
2,91611,9,78,3,215,7,0,31039
4,20411,25,34,3,127,6,0,15806
3,31811,52,69,3,217,7,0,773
6,91710,27,81,2,213,6,0,1076
3,71511,30,87,3,218,7,0,1011
2,61512,17,80,3,221,6,0,14742
6,52711,13,80,3,217,6,0,35148
1,31910,10,54,2,211,8,0,33731
6,121010,85,48,2,212,7,0,4286
1,73010,94,81,2,211,7,0,57827
3,20411,81,45,2,215,7,0,1180
6,92410,91,76,2,213,6,0,39644
7,72211,32,56,3,193,8,0,5386
6,50611,71,65,3,217,6,0,3727
7,111910,41,25,2,191,9,0,460
6,81012,1,87,3,223,5,0,16708
7,112610,97,17,2,191,9,1,4325
1,41511,38,71,3,215,7,0,76028
2,80511,72,93,3,215,7,0,61312
2,93011,12,78,3,216,7,0,6948
2,120911,27,41,3,218,7,0,4701
7,22610,21,24,2,189,9,0,1890
3,70210,95,82,2,214,7,0,15189
7,120911,25,11,3,195,8,0,6180
2,30212,90,58,3,220,7,0,99109
6,120911,83,43,3,220,6,0,3661
2,70811,13,87,3,214,7,0,43078
7,61810,96,52,2,189,8,0,255
7,91611,7,43,3,194,8,0,5919
2,61711,45,86,3,214,7,0,57
7,91010,18,48,2,190,9,1,282
6,83112,72,83,3,223,5,0,69865
1,112511,87,60,3,218,7,1,48722
7,100110,71,49,2,190,9,0,2227
7,90310,90,49,2,190,9,0,11390
5,81211,13,90,3,216,6,0,10642
5,50611,59,66,3,216,6,0,23
5,30411,71,60,3,214,6,0,467
2,100810,3,63,2,211,8,0,14480
2,100512,6,70,3,222,6,0,4503
2,123011,67,44,3,219,7,1,10399
4,61512,34,80,3,130,4,0,28957
1,72012,98,80,3,221,6,0,11847
4,50710,85,56,2,126,7,0,4412
7,20312,17,22,3,196,8,0,4563
1,72012,5,80,3,221,6,0,17896
7,112511,23,27,3,195,8,1,23861
5,10612,92,50,3,220,5,0,9599
7,110411,52,23,3,195,8,0,1359
1,112511,11,60,3,218,7,1,28315
1,20510,3,42,2,211,8,0,13740
7,50611,12,26,3,192,8,0,4503
7,82710,35,57,2,190,9,0,222
1,12811,17,43,3,212,7,0,7724
5,81712,22,87,3,222,5,0,2440
4,120911,92,31,3,129,5,0,186204
6,72012,54,81,3,223,5,0,64
2,21111,2,33,3,212,8,1,70619
6,71610,3,83,2,212,6,0,16809
7,80610,30,61,2,190,9,0,1236
6,61711,56,87,3,216,6,0,4127
2,100711,14,69,3,216,7,0,16962
4,21712,54,34,3,130,4,0,152
2,40612,34,68,3,221,6,0,19913
2,40210,44,63,2,210,8,0,6528
3,30510,60,53,2,214,7,0,105
3,121010,71,51,2,214,7,0,1145
1,52011,23,67,3,215,7,0,17367
3,52810,97,78,2,214,7,0,157
1,81712,48,84,3,222,6,0,466
3,21712,18,52,3,223,6,0,7069
5,122311,4,50,3,219,6,0,11922
1,90211,96,87,3,215,7,0,32784
2,40111,85,55,3,214,7,0,2909
6,51311,59,76,3,217,6,0,290
5,102111,56,66,3,218,6,0,1108
6,91611,34,84,3,217,6,0,11852
4,110510,60,51,2,126,7,0,440
5,51812,32,70,3,222,5,0,4968
7,70210,94,61,2,189,9,0,281
1,112610,67,64,2,211,7,1,6004
6,22412,87,59,3,222,6,0,46834
4,60812,56,78,3,130,4,0,8171
1,52512,85,77,3,221,7,0,4451
3,80610,30,85,2,214,7,0,1151
1,91010,67,78,2,211,7,1,6400
4,92410,97,60,2,126,7,0,38991
6,72911,91,90,3,217,6,0,43774
2,122311,32,46,3,219,7,0,48392
